date,event_code,goldstein,num_mentions,avg_tone,actor1,actor2,location,latitude,longitude,source_url
2025-11-09,42,1.9,1,1,DARFUR,SUDAN,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-09,1821,-9.0,8,8,SOUTH SUDAN,,Sudan,,16.0,SU
2025-11-09,25,-0.3,1,1,AID GROUP,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,71,7.4,5,5,THESSALONIKI,,Sudan,,16.0,SU
2025-11-09,80,5.0,1,1,MILITARY,AID GROUP,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-09,190,-10.0,2,2,SCHOOL,HOSPITAL,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,190,-10.0,3,3,SCHOOL,HOSPITAL,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,214,3.4,10,10,DOCTOR,THE INTERNATIONAL COMMUNITY,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,90,-2.0,10,10,DOCTOR,THE INTERNATIONAL COMMUNITY,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,73,7.4,1,1,NORWEGIAN,NORWAY,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-09,73,7.4,1,1,NORWEGIAN,NORWAY,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,80,5.0,10,10,,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,43,2.8,2,2,ABU DHABI,MILITANT,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,1124,-2.0,2,2,THE UN,MILITIA,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,1121,-2.0,4,4,AMNESTY INTERNATIONAL,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,42,1.9,6,6,RUSSIA,TURKEY,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,192,-9.5,3,3,KHARTOUM,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,190,-10.0,2,2,SUDAN,FIGHTER,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,193,-10.0,2,2,SUDAN,FIGHTER,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,182,-9.5,1,1,HOSPITAL,DOCTORS WITHOUT BORDERS,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,42,1.9,4,4,DOCTOR,SUDAN,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-09,13,0.4,1,1,HOSPITAL,THE ASSOCIATED PRESS,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-09,80,5.0,5,5,PARAMILITARY,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,874,10.0,5,5,PARAMILITARY,CIVILIAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,10,0.0,2,2,SUDAN,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-09,871,9.0,8,8,DARFUR,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,202,-10.0,3,3,SUDAN,MEDIA,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,36,4.0,6,6,,EGYPTIAN,Sudan,,16.0,SU
2025-11-09,40,1.0,16,16,,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,130,-4.4,2,2,,SUDAN,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-09,190,-10.0,2,2,,SUDAN,"El-Geneina, Gharb Darfur, Sudan",37134,13.45,-1936
2025-11-09,13,0.4,2,2,UNIVERSITY,PARAMILITARY,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,10,0.0,6,6,HASSAN,PARAMILITARY,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,51,3.4,2,2,KENYA,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,173,-5.0,3,3,ARMY,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-09,173,-5.0,3,3,ARMY,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,192,-9.5,3,3,MILITARY,DARFUR,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-09,192,-9.5,2,2,MILITARY,DARFUR,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,192,-9.5,10,10,ARMY,DARFUR,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,190,-10.0,8,8,SUDAN,,Sudan,,16.0,SU
2025-11-09,61,6.4,2,2,SUDAN,KENYA,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,191,-9.5,8,8,SUDAN,KENYA,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,112,-2.0,16,16,DARFUR,MILITIA,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,62,7.4,16,16,ZAGHAWA,ARMY,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-02,42,1.9,2,2,SUDAN,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-09,30,4.0,5,5,CIVILIAN,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,43,2.8,2,2,SUDAN,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-10-10,112,-2.0,8,8,PORT SUDAN,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,112,-2.0,2,2,PORT SUDAN,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,110,-2.0,4,4,DARFUR,PARAMILITARY,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,43,2.8,8,8,PARAMILITARY FORCE,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,42,1.9,6,6,SUDAN,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,51,3.4,6,6,EGYPT,SUDAN,"Al Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,256,-0.3,5,5,SUDAN,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,190,-10.0,1,1,PORT SUDAN,COMMANDER,"Port Sudan, Al Ba?r al A?mar, Sudan",37095,19.6158,-4213
2025-11-09,32,4.5,20,20,THE AU,AFRICA,Sudan,,16.0,SU
2025-11-09,51,3.4,20,20,THE AU,AFRICA,Sudan,,16.0,SU
2025-11-09,190,-10.0,2,2,CIVILIAN,SUDAN,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-09,51,3.4,4,4,SUDANESE,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,51,3.4,2,2,SUDANESE,SUDAN,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-09,33,5.2,2,2,SUDAN,,Sudan,,16.0,SU
2025-11-09,115,-2.0,2,2,SUDAN,,"Nile, Nahr an Nil, Sudan",37074,19.0,315437
2025-11-09,42,1.9,1,1,KHARTOUM,SOUTH SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,43,2.8,1,1,SOUTH SUDAN,KHARTOUM,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,112,-2.0,3,3,,COMMANDER,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,130,-4.4,2,2,THE UN,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,130,-4.4,4,4,THE UN,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,180,-9.0,3,3,COMMANDER,CIVILIAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,10,0.0,3,3,DARFUR,SPOKESMAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,130,-4.4,10,10,,SUDAN,Sudan,,16.0,SU
2025-11-09,203,-10.0,5,5,ADMINISTRATION,,Sudan,,16.0,SU
2025-11-09,51,3.4,5,5,,DISPLACED PERSON,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,202,-10.0,2,2,CIVILIAN,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,12,-0.4,6,6,EUROPEAN COMMISSION,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,12,-0.4,10,10,SUDAN,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-08,60,6.0,2,2,PORT SUDAN,,"Port Sudan, Al Ba?r al A?mar, Sudan",37095,19.6158,-4213
2025-11-08,70,7.0,2,2,PORT SUDAN,,"Port Sudan, Al Ba?r al A?mar, Sudan",37095,19.6158,-4213
2025-11-09,20,3.0,5,5,,SUDAN,"To Gaza, Shamal Kurdufan, Sudan",37089,13.3667,-15476
2025-11-09,40,1.0,2,2,,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,12,-0.4,1,1,AMBASSADOR,DARFUR,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,73,7.4,2,2,GAZA,,"To Gaza, Shamal Kurdufan, Sudan",37089,13.3667,-15476
2025-11-09,70,7.0,4,4,SUDAN,,"To Gaza, Shamal Kurdufan, Sudan",37089,13.3667,-15476
2025-11-09,1821,-9.0,5,5,,CIVILIAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,190,-10.0,5,5,,CIVILIAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,163,-8.0,10,10,,COMMANDER,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,112,-2.0,5,5,,SUDAN,"Gedaref State, Al Qa?arif, Sudan",37050,14.25,315350
2025-11-09,16,-2.0,1,1,,UNITED STATES,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,173,-5.0,2,2,SUDAN,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,173,-5.0,4,4,SUDAN,ETHIOPIA,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,173,-5.0,1,1,SUDAN,ETHIOPIA,"Gedaref State, Al Qa?arif, Sudan",37050,14.25,315350
2025-11-09,71,7.4,2,2,UNITED ARAB EMIRATES,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,111,-2.0,8,8,PARIS,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,172,-5.0,2,2,THE UN,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,172,-5.0,4,4,THE UN,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,45,5.0,4,4,SUDANESE,ACTIVIST,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,40,1.0,4,4,,ITALY,Sudan,,16.0,SU
2025-11-09,12,-0.4,4,4,PRESIDENT,DEMOCRATIC REPUBLIC OF THE CONGO,Sudan,,16.0,SU
2025-11-09,25,-0.3,2,2,PRESIDENT,COMMUNITY,Sudan,,16.0,SU
2025-11-09,841,7.0,2,2,,FRENCH,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,36,4.0,10,10,,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,120,-4.0,6,6,FRANCE,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,11,-0.1,3,3,OSAMA BIN LADEN,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,20,3.0,8,8,JORDAN,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,40,1.0,8,8,HASSAN,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,42,1.9,6,6,REFUGEE,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,234,3.4,10,10,SUDAN,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,10,0.0,10,10,SUDAN,INTERNATIONAL RESCUE COMMITTEE,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,90,-2.0,10,10,INTELLIGENCE,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,80,5.0,8,8,,SUDAN,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-09,130,-4.4,6,6,,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,172,-5.0,4,4,CIVILIAN,SUDAN,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-09,172,-5.0,3,3,CIVILIAN,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,70,7.0,6,6,AID GROUP,SUDAN,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-09,86,9.0,6,6,SUDAN,AID GROUP,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-10-10,192,-9.5,5,5,BARA,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,20,3.0,3,3,NEIGHBOURHOOD,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-09,234,3.4,3,3,NEIGHBOURHOOD,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-09,20,3.0,2,2,DARFUR,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-09,193,-10.0,10,10,,ARMY,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,50,3.5,2,2,,RUSSIA,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,232,3.4,4,4,UNITED ARAB EMIRATES,SUDANESE,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,72,8.3,2,2,UNITED ARAB EMIRATES,YEMEN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,202,-10.0,2,2,CIVILIAN,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,141,-6.5,10,10,REGIME,KHARTOUM,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,120,-4.0,1,1,DARFUR,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,86,9.0,2,2,YEMEN,UNITED ARAB EMIRATES,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,46,7.0,3,3,PRESIDENT,US AMBASSADOR,Sudan,,16.0,SU
2025-11-09,100,-5.0,2,2,,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,120,-4.0,8,8,JUDGE,,"Port Sudan, Al Ba?r al A?mar, Sudan",37095,19.6158,-4213
2025-11-09,12,-0.4,4,4,SUDAN,UNIVERSITY,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,120,-4.0,2,2,SUDAN,HOSPITAL,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,193,-10.0,2,2,JANJAWEED,SUDANESE,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,80,5.0,8,8,UNITED NATIONS,SUDAN,"El-Obeid, Shamal Kurdufan, Sudan",37087,13.1833,-2236
2025-11-09,111,-2.0,3,3,THE UN,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,10,0.0,3,3,SAUDI,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,50,3.5,10,10,SUDAN,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,190,-10.0,6,6,SUDAN,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-09,192,-9.5,5,5,ARMY,DARFUR,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,138,-7.0,2,2,ACTIVIST,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,130,-4.4,3,3,ACTIVIST,FIGHTER,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,130,-4.4,10,10,TURK,KORDOFAN,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-09,1712,-9.2,4,4,,KHARTOUM,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,186,-10.0,1,1,MEDIA,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,110,-2.0,4,4,SUDAN,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,874,10.0,5,5,SUDAN,ARMY,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,190,-10.0,5,5,,PARAMILITARY,"Omdurman, Al Khartum, Sudan",37069,15.6361,-16205
2025-11-09,10,0.0,5,5,UNITED NATIONS,,"Omdurman, Al Khartum, Sudan",37069,15.6361,-16205
2025-11-09,232,3.4,2,2,UNITED ARAB EMIRATES,SUDANESE,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,871,9.0,8,8,PRESIDENT,SUDAN,Sudan,,16.0,SU
2025-11-09,30,4.0,3,3,SUDANESE,SUDANESE,Sudan,,16.0,SU
2025-11-09,356,7.0,3,3,SUDANESE,SUDANESE,Sudan,,16.0,SU
2025-11-09,233,3.4,2,2,THE UN,GERMAN,Sudan,,16.0,SU
2025-11-09,80,5.0,3,3,SUDAN,CHAD,Sudan,,16.0,SU
2025-11-09,130,-4.4,6,6,,SUDAN,"Kadugli, Janub Kurdufan, Sudan",37149,11.0167,-8137
2025-11-09,130,-4.4,10,10,CIVILIAN,WORKER,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,173,-5.0,4,4,REGIME,NEWSPAPER,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,171,-9.2,1,1,PARAMILITARY,SAUDI,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,193,-10.0,2,2,SUDAN,,"Nuba Mountains, Janub Kurdufan, Sudan",37113,12.0,-12205
2025-10-10,51,3.4,2,2,UNITED NATIONS,PARAMILITARY,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,42,1.9,2,2,,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,90,-2.0,10,10,UNIVERSITY,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,10,0.0,3,3,MILITARY OFFICIAL,CHINESE,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-09,43,2.8,2,2,SUDAN,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,190,-10.0,7,7,SUDAN,,"El-Obeid, Shamal Kurdufan, Sudan",37087,13.1833,-2236
2025-10-09,51,3.4,2,2,UNITED NATIONS,PARAMILITARY,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-08,173,-5.0,3,3,,THE UN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-10-09,51,3.4,2,2,UNITED NATIONS,PARAMILITARY,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-08,42,1.9,1,1,,UNICEF,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-08,172,-5.0,2,2,GENEVA,CIVILIAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,43,2.8,1,1,UNICEF,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-08,180,-9.0,2,2,UNICEF,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,84,7.0,7,7,ISRAEL,ARGENTINE,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-08,13,0.4,3,3,AID GROUP,THE ASSOCIATED PRESS,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-08,20,3.0,3,3,REFUGEE,NEWS AGENCY,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-08,51,3.4,2,2,REFUGEE,THE ASSOCIATED PRESS,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-08,190,-10.0,2,2,SAUDI,WORLD HEALTH ORGANIZATION,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,138,-7.0,10,10,SUDAN,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-08,190,-10.0,10,10,SUDANESE,SUDANESE,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-08,190,-10.0,3,3,,GENERALS,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-08,112,-2.0,5,5,,REBEL,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,20,3.0,8,8,ARMY,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-08,10,0.0,1,1,SUDAN,THE SECURITY COUNCIL,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,20,3.0,2,2,DEFENSE MINIST,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,51,3.4,2,2,DEFENSE MINIST,ADMINISTRATION,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,13,0.4,3,3,PARAMILITARY,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,112,-2.0,6,6,,ARMY,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,110,-2.0,6,6,RESIDENTS,PARAMILITARY FORCE,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-08,43,2.8,2,2,SUDAN,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-08,80,5.0,2,2,SUDAN,SUDAN,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-08,42,1.9,5,5,,CIVILIAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,46,7.0,10,10,,COMBATANT,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,43,2.8,5,5,CIVILIAN,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,233,3.4,8,8,SUDAN,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,73,7.4,10,10,DARFUR,CIVILIAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,191,-9.5,10,10,SUDANESE,DISPLACED PERSON,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,20,3.0,10,10,DARFUR,THE INTERNATIONAL COMMUNITY,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-10-09,192,-9.5,5,5,BARA,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,20,3.0,3,3,NEIGHBOURHOOD,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,234,3.4,3,3,NEIGHBOURHOOD,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,173,-5.0,10,10,SUDAN,PARAMILITARY,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-08,73,7.4,3,3,SUDAN,NORWAY,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-08,73,7.4,2,2,SUDAN,DISPLACED PEOPLE,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,43,2.8,1,1,SUDAN,DARFUR,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,42,1.9,1,1,DARFUR,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,10,0.0,3,3,,THE US,Sudan,,16.0,SU
2025-11-08,43,2.8,2,2,WORLD BANK,REFUGEE,Sudan,,16.0,SU
2025-11-08,42,1.9,2,2,REFUGEE,WORLD BANK,Sudan,,16.0,SU
2025-11-08,173,-5.0,3,3,SALVA KIIR,SUDAN,Sudan,,16.0,SU
2025-11-08,85,7.0,1,1,JUBA,PRESIDENT,Sudan,,16.0,SU
2025-11-08,50,3.5,10,10,THE US,,Sudan,,16.0,SU
2025-11-08,190,-10.0,1,1,THE US,CRIMINAL,Sudan,,16.0,SU
2025-11-08,51,3.4,1,1,THE US,SUDAN,Sudan,,16.0,SU
2025-11-08,120,-4.0,1,1,THE US,SUDAN,Sudan,,16.0,SU
2025-11-08,63,7.4,8,8,THE US,SOUTH SUDAN,Sudan,,16.0,SU
2025-11-08,80,5.0,2,2,,DISPLACED PERSON,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-08,172,-5.0,1,1,SWITZERLAND,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,90,-2.0,10,10,UNIVERSITY,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-08,130,-4.4,2,2,MILITARY OFFICIAL,SUDAN,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-08,80,5.0,1,1,DISPLACED PERSON,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,190,-10.0,3,3,SUDAN,,"El-Obeid, Shamal Kurdufan, Sudan",37087,13.1833,-2236
2025-11-08,80,5.0,10,10,SUDAN,PARAMILITARY,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-08,173,-5.0,10,10,SUDAN,PARAMILITARY,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-08,130,-4.4,5,5,,CIVILIAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,74,8.5,10,10,INTERNATIONAL CRIMINAL COURT,UNITED NATIONS,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,173,-5.0,10,10,INTERNATIONAL CRIMINAL COURT,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,861,9.0,10,10,UNITED NATIONS,INTERNATIONAL CRIMINAL COURT,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,193,-10.0,1,1,WORLD HEALTH ORGANIZATION,HOSPITAL,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,111,-2.0,7,7,SUDANESE,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,192,-9.5,9,9,DARFUR,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,50,3.5,5,5,CIVILIAN,ISRAELI,"Sharara, An Nil al Abya?, Sudan",37089,12.933,10506916
2025-11-08,42,1.9,1,1,SUDAN,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-08,84,7.0,2,2,SUDAN,NORWEGIAN REFUGEE COUNCIL,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-08,841,7.0,2,2,SUDAN,NORWEGIAN REFUGEE COUNCIL,"Fasher, Kassala, Sudan",68803,15.0667,-5808
