Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Sudan,SDN,1961,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,4.27877851163083
Sudan,SDN,1960,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,4.14354062752668
Sudan,SDN,2022,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,26.935
Sudan,SDN,2021,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,26.935
Sudan,SDN,2020,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,26.935
Sudan,SDN,2019,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,26.935
Sudan,SDN,2018,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,26.935
Sudan,SDN,2017,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,26.935
Sudan,SDN,2016,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,26.935
Sudan,SDN,2015,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,26.935
Sudan,SDN,2014,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,26.935
Sudan,SDN,2013,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,26.935
Sudan,SDN,2012,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,26.935
Sudan,SDN,2022,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,673.375
Sudan,SDN,2021,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,673.375
Sudan,SDN,2020,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,673.375
Sudan,SDN,2019,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,673.375
Sudan,SDN,2018,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,673.375
Sudan,SDN,2017,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,673.375
Sudan,SDN,2016,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,673.375
Sudan,SDN,2015,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,673.375
Sudan,SDN,2014,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,673.375
Sudan,SDN,2013,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,673.375
Sudan,SDN,2012,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,673.375
Sudan,SDN,2024,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,2.3
Sudan,SDN,2023,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,2.3
Sudan,SDN,2022,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,2.3
Sudan,SDN,2021,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,2.3
Sudan,SDN,2020,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,2.3
Sudan,SDN,2019,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,2.3
Sudan,SDN,2018,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,2.3
Sudan,SDN,2017,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,2.3
Sudan,SDN,2016,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,2.3
Sudan,SDN,2015,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,2
Sudan,SDN,2014,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,2
Sudan,SDN,2013,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,2.3
Sudan,SDN,2024,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,17
Sudan,SDN,2023,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,16
Sudan,SDN,2022,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,16
Sudan,SDN,2021,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,16
Sudan,SDN,2020,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,16
Sudan,SDN,2019,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,16
Sudan,SDN,2018,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,16
Sudan,SDN,2017,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,16
Sudan,SDN,2016,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,16
Sudan,SDN,2015,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,0
Sudan,SDN,2014,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,0
Sudan,SDN,2013,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,13.3
Sudan,SDN,2024,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,2.8
Sudan,SDN,2023,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,2.8
Sudan,SDN,2022,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,2.8
Sudan,SDN,2021,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,2.8
Sudan,SDN,2020,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,2.8
Sudan,SDN,2019,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,2.8
Sudan,SDN,2018,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,2.8
Sudan,SDN,2017,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,2.8
Sudan,SDN,2016,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,2.8
Sudan,SDN,2015,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,1.9
Sudan,SDN,2014,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,1.9
Sudan,SDN,2013,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,2.6
Sudan,SDN,2024,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,1.5
Sudan,SDN,2023,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,1.8
Sudan,SDN,2022,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,1.8
Sudan,SDN,2021,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,1.9
Sudan,SDN,2020,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.1
Sudan,SDN,2019,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.1
Sudan,SDN,2018,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.1
Sudan,SDN,2017,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.2
Sudan,SDN,2016,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.2
Sudan,SDN,2015,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.2
Sudan,SDN,2014,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.2
Sudan,SDN,2013,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.2
Sudan,SDN,2012,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.2
Sudan,SDN,2011,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.2
Sudan,SDN,2010,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.2
Sudan,SDN,2009,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.2
Sudan,SDN,2008,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.3
Sudan,SDN,2007,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.3
Sudan,SDN,2006,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.3
Sudan,SDN,2005,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.4
Sudan,SDN,2024,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,22.075886738306
Sudan,SDN,2023,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,30.2756760074835
Sudan,SDN,2022,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,5.03129266150122
Sudan,SDN,2021,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,6.35709212800824
Sudan,SDN,2020,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,20.3208627544265
Sudan,SDN,2019,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,20.1640153484443
Sudan,SDN,2018,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,21.9934731580502
Sudan,SDN,2017,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,21.2305403131037
Sudan,SDN,2016,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,22.9775814159681
Sudan,SDN,2015,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,31.5564513257888
Sudan,SDN,2014,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,32.6242708162674
Sudan,SDN,2013,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,29.6076364571032
Sudan,SDN,2012,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,33.774624171049
Sudan,SDN,2011,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,27.8476934681736
Sudan,SDN,2010,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,31.8522211122842
Sudan,SDN,2009,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,33.5066805707755
Sudan,SDN,2008,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,36.1831633212385
Sudan,SDN,2007,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,35.6675143701418
Sudan,SDN,2006,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,31.8201079594306
Sudan,SDN,2005,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,33.199920468691
Sudan,SDN,2004,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,34.0060768565709
Sudan,SDN,2003,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,38.416611009222
Sudan,SDN,2002,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,37.662742261404
Sudan,SDN,2001,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,35.7807746157648
Sudan,SDN,2000,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,40.6821739143403
Sudan,SDN,1999,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,43.2654994233288
Sudan,SDN,1998,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,44.394590603038
Sudan,SDN,1997,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,45.042249161223
Sudan,SDN,1996,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,42.3848519608798
Sudan,SDN,1995,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,37.2802811576655
Sudan,SDN,1994,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,34.5307043097102
Sudan,SDN,1993,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,39.9000684515911
Sudan,SDN,1992,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,38.5429544336647
Sudan,SDN,1991,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,40.1843515959888
Sudan,SDN,1990,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,39.0195890623607
Sudan,SDN,1989,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,37.369013821345
Sudan,SDN,1988,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,39.3728788663579
Sudan,SDN,1987,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,31.611631753032
Sudan,SDN,1986,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,34.5177463783912
Sudan,SDN,1985,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,31.4663327170314
Sudan,SDN,1984,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,28.6064541779869
Sudan,SDN,1983,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,31.1911170928668
Sudan,SDN,1982,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,34.1053391053391
Sudan,SDN,1981,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,33.3799231268407
Sudan,SDN,1980,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,29.9135369422909
Sudan,SDN,1979,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,32.1293144011736
Sudan,SDN,1978,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,34.7434978163092
Sudan,SDN,1977,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,35.6043198529412
Sudan,SDN,1976,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,34.3776865030089
Sudan,SDN,1975,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,35.8104084792188
Sudan,SDN,1974,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,39.601015596663
Sudan,SDN,1973,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,39.841343910406
Sudan,SDN,1972,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,38.5380522785103
Sudan,SDN,1971,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,38.8177710843374
Sudan,SDN,1970,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,38.1649118009025
Sudan,SDN,1969,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,34.5095600808332
Sudan,SDN,1968,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,32.5402259500171
Sudan,SDN,1967,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,34.8579596212257
Sudan,SDN,1966,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,35.1325207970594
Sudan,SDN,1965,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,41.9412465263994
Sudan,SDN,1964,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,41.8287132809268
Sudan,SDN,1963,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,44.845908607864
Sudan,SDN,1962,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,49.8810810810811
Sudan,SDN,1961,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,51.5030530765618
Sudan,SDN,1960,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,51.4278429372769
Sudan,SDN,2018,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.957329988479614
Sudan,SDN,2017,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.962260007858276
Sudan,SDN,2016,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.946269989013672
Sudan,SDN,2015,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.934849977493286
Sudan,SDN,2014,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.918290019035339
Sudan,SDN,2013,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.910600006580353
Sudan,SDN,2012,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.895709991455078
Sudan,SDN,2011,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.893079996109009
Sudan,SDN,2010,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.887639999389648
Sudan,SDN,2009,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.883520007133484
Sudan,SDN,2008,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.876590013504028
Sudan,SDN,2007,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.859740018844604
Sudan,SDN,2006,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.888979971408844
Sudan,SDN,2005,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.891969978809357
Sudan,SDN,2004,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.875590026378632
Sudan,SDN,2003,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.874180018901825
Sudan,SDN,2002,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.875729978084564
Sudan,SDN,2001,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.836049973964691
Sudan,SDN,2019,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,60.1234397888184
Sudan,SDN,2018,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,58.9140090942383
Sudan,SDN,2017,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,56.8698196411133
Sudan,SDN,2016,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,55.3826217651367
Sudan,SDN,2015,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,55.0168800354004
Sudan,SDN,2014,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,54.0362892150879
Sudan,SDN,2013,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,54.0575103759766
Sudan,SDN,2012,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,53.8266105651855
Sudan,SDN,2010,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,57.8696594238281
Sudan,SDN,2023,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,50.1
Sudan,SDN,2022,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,51.8
Sudan,SDN,2021,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,53.6
Sudan,SDN,2020,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,55.3
Sudan,SDN,2019,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,57.1
Sudan,SDN,2018,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,58.9
Sudan,SDN,2017,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,60.7
Sudan,SDN,2016,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,62.6
Sudan,SDN,2015,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,64.5
Sudan,SDN,2014,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,66.4
Sudan,SDN,2013,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,68.3
Sudan,SDN,2012,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,70.2
Sudan,SDN,2011,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,72.2
Sudan,SDN,2010,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,74.2
Sudan,SDN,2009,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,76.4
Sudan,SDN,2008,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,78.8
Sudan,SDN,2007,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,81.3
Sudan,SDN,2006,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,84
Sudan,SDN,2005,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,100.1
Sudan,SDN,2004,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,102.6
Sudan,SDN,2003,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,93.1
Sudan,SDN,2002,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,96.5
Sudan,SDN,2001,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,99.9
Sudan,SDN,2000,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,103.4
Sudan,SDN,1999,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,106.9
Sudan,SDN,1998,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,110.2
Sudan,SDN,1997,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,113.4
Sudan,SDN,1996,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,116.4
Sudan,SDN,1995,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,119.3
Sudan,SDN,1994,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,122
Sudan,SDN,1993,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,124.6
Sudan,SDN,1992,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,127.1
Sudan,SDN,1991,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,129.5
Sudan,SDN,1990,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,131.8
Sudan,SDN,1989,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,134.1
Sudan,SDN,1988,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,136.2
Sudan,SDN,1987,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,138.3
Sudan,SDN,1986,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,140.1
Sudan,SDN,1985,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,178.3
Sudan,SDN,1984,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,180.2
Sudan,SDN,1983,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,182.2
Sudan,SDN,1982,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,145.4
Sudan,SDN,1981,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,146.4
Sudan,SDN,1980,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,147.5
Sudan,SDN,1979,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,148.6
Sudan,SDN,1978,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,149.7
Sudan,SDN,1977,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,150.9
Sudan,SDN,1976,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,152
Sudan,SDN,1975,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,153.1
Sudan,SDN,1974,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,154.2
Sudan,SDN,1973,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,155.2
Sudan,SDN,1972,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,156.1
Sudan,SDN,1971,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,157
Sudan,SDN,1970,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,158
Sudan,SDN,1969,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,159
Sudan,SDN,1968,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,160.2
Sudan,SDN,1967,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,161.6
Sudan,SDN,1966,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,163.3
Sudan,SDN,1965,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,165.2
Sudan,SDN,1964,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,167.4
Sudan,SDN,1963,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,169.8
Sudan,SDN,1962,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,172.4
Sudan,SDN,1961,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,175
Sudan,SDN,1960,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,177.8
Sudan,SDN,2004,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,0.151
Sudan,SDN,2014,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,33
Sudan,SDN,2010,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,29.8
Sudan,SDN,2006,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,27
Sudan,SDN,2014,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,10.1
Sudan,SDN,2009,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,13.1
Sudan,SDN,2024,Population growth (annual %),SP.POP.GROW,0.808373216038761
Sudan,SDN,2023,Population growth (annual %),SP.POP.GROW,1.32652175747925
Sudan,SDN,2022,Population growth (annual %),SP.POP.GROW,2.70189520043666
Sudan,SDN,2021,Population growth (annual %),SP.POP.GROW,2.6941220236505
Sudan,SDN,2020,Population growth (annual %),SP.POP.GROW,2.6882512565735
Sudan,SDN,2019,Population growth (annual %),SP.POP.GROW,2.93537902352139
Sudan,SDN,2018,Population growth (annual %),SP.POP.GROW,3.48828675547566
Sudan,SDN,2017,Population growth (annual %),SP.POP.GROW,3.46430091592296
Sudan,SDN,2016,Population growth (annual %),SP.POP.GROW,3.04008474256183
